#              x               y      signal       noise
       7.1999943       5.5999533      581.95       24.02
       7.2000918       6.4000687      496.45       21.63
       7.1999461       7.1999421      464.60       21.80
       7.1999156       8.0000896      391.32       18.77
       7.2000472       8.7999809      342.83       18.17
       7.1999009       9.6000792      296.77       17.79
       7.1999177       10.399977      267.36       16.09
       7.1999528       11.199933      254.75       15.68
       7.1999004       11.999916      237.97       15.79
       7.2000886       12.800020      247.64       16.59
       7.2000290       13.599951      254.19       15.88
       7.1999323       14.400052      243.85       15.34
       7.1999712       15.199999      203.20       14.15
       7.2000831       15.999910      191.39       13.65
       7.2000074       16.799968      164.93       12.23
       7.1999559       17.599909      112.31       10.30
       7.2000170       18.399919       88.52       10.41
       7.1999925       19.200077       62.34        8.14
       7.1999731       20.000064       53.25        7.14
       7.2000046       20.799929       44.06        6.32
       7.2000966       21.599974       39.24        5.89
       8.0000559      -20.799939       41.49        6.24
       7.9999185      -19.999902       50.98        6.60
       7.9999006      -19.199980       61.36        7.58
       8.0000276      -18.399989       65.21        8.35
       8.0000053      -17.600074       73.07        8.52
       7.9999537      -16.800094       94.84        9.96
       7.9999337      -16.000049      154.25       12.69
       8.0000476      -15.199956      202.30       14.04
       7.9999394      -14.399968      266.13       16.36
       7.9999066      -13.599930      354.28       18.94
       7.9999229      -12.800060      482.22       22.03
       7.9999003      -11.999984      622.58       25.20
       7.9999650      -11.200063      704.59       26.62
       8.0000816      -10.399980      657.16       25.93
       8.0000102      -9.5999198      541.30       23.61
       8.0000218      -8.8000788      453.30       20.98
       8.0000366      -8.0000463      452.07       21.00
       7.9999130      -7.2000895      488.69       21.64
       8.0000298      -6.4000554      590.43       24.75
       7.9999443      -5.6000537      648.95       26.08
       8.0000117      -4.8000569      663.56       25.84
       8.0000224      -4.0000122      667.97       25.98
       8.0000646      -3.1999155      723.93       25.15
       7.9999148      -2.4000936      738.30       28.03
       8.0000759      -1.6000669      762.23       27.84
       7.9999299     -0.80002491      786.35       27.23
       7.9999506  4.7112535e-005      737.68       28.55
       8.0000448      0.80000321      727.25       26.79
       8.0000373       1.5999477      640.21       24.54
       7.9999184       2.4000745      678.12       26.86
       7.9999784       3.1999853      701.38       26.57
       7.9999438       3.9999028      637.77       24.73
       8.0000847       4.7999128      577.85       23.84
       8.0000992       5.6000208      511.61       22.34
       8.0000913       6.4000823      456.67       21.98
       8.0000567       7.1999966      425.39       20.50
       7.9999969       7.9999195      368.37       19.69
       8.0000843       8.7999741      328.81       18.40
       8.0000196       9.5999532      289.49       17.30
       8.0000427       10.399907      251.55       15.62
       7.9999455       11.199963      243.45       16.27
       7.9999177       12.000005      217.06       14.31
       7.9999142       12.799985      220.14       14.95
       7.9999939       13.600021      243.02       16.07
       8.0000052       14.400083      217.76       14.78
       7.9999629       15.199951      203.16       13.93
       7.9999596       16.000004      181.40       13.58
       8.0000951       16.799941      152.18       12.89
       8.0000259       17.600013      103.38        9.71
       7.9999905       18.400047       85.05       10.09
       8.0000512       19.199973       60.21        7.65
       8.0000657       19.999977       51.26        6.61
       8.0000706       20.800063       40.08        6.99
       7.9999565       21.600064       33.89        5.56
       8.8000575      -17.599991       59.53        7.76
       8.7999133      -16.799953       85.92        9.23
       8.8000759      -15.999983      130.60       11.65
       8.7999943      -15.199949      165.70       13.63
       8.7999841      -14.400041      238.05       15.69
       8.7999699      -13.600034      295.82       17.21
       8.8000696      -12.800028      385.02       19.26
       8.8000192      -12.000000      482.32       21.74
       8.7999545      -11.199913      538.83       23.25
       8.7999881      -10.399950      620.62       25.74
       8.8000074      -9.6000690      540.23       23.58
       8.8000290      -8.7999652      444.18       20.99
       8.7999614      -8.0000652      384.74       19.42
       8.7999079      -7.2000488      413.48       20.48
       8.7999730      -6.4000632      478.64       22.30
       8.7999225      -5.6000862      534.19       23.21
       8.7999058      -4.7999960      576.20       24.45
       8.7999480      -4.0000066      598.98       25.05
       8.7999614      -3.2000292      614.01       25.09
       8.7999058      -2.3999869      621.74       23.50
       8.7999264      -1.5999682      639.99       25.15
       8.8000967     -0.80005108      640.14       25.52
       8.8000615  7.0476053e-006      595.16       24.60
       8.7999111      0.79993927      570.93       24.16
       8.7999680       1.6000742      542.73       23.44
       8.7999939       2.4000491      495.13       21.74
       8.8000347       3.2000427      474.64       22.09
       8.7999820       4.0000704      430.08       20.63
       8.7999166       4.7999371      401.08       20.07
       8.8000141       5.6000356      355.95       18.95
       8.8000824       6.4000762      314.03       17.62
       8.8000788       7.2000576      284.27       16.59
       8.8000737       8.0000106      257.61       16.73
       8.8000203       8.8000442      241.91       15.96
       8.7999923       9.5999926      224.28       15.09
       8.8000799       10.399958      201.31       13.78
       8.8000972       11.200099      216.09       14.67
       8.8000860       11.999992      188.19       13.50
       8.8000945       12.799998      180.55       13.37
       8.8000137       13.600068      165.30       12.99
       8.7999879       14.400067      166.17       12.40
       8.8000375       15.200004      147.96       11.51
       8.7999044       16.000095      126.13       10.77
       8.8000710       16.800022      117.04        9.16
       8.8000892       17.600080       78.09        8.36
       8.7999887       18.399923       70.85        8.79
       8.7999335       19.200031       56.57        7.93
       8.7999930       20.000012       51.26        7.12
       8.7999680       20.800069       39.71        6.60
       9.5999203      -18.399906       43.24        6.85
       9.5999055      -17.600041       55.65        6.99
       9.5999132      -16.799968       82.53        9.12
       9.6000708      -16.000047      111.59        9.92
       9.5999555      -15.200022      142.35       11.80
       9.6000237      -14.400090      182.34       14.72
       9.5999538      -13.600090      224.85       14.10
       9.5999031      -12.800083      315.89       18.25
       9.6000458      -11.999902      350.52       18.86
       9.5999741      -11.199990      369.45       19.60
       9.6000906      -10.399946      351.19       18.82
       9.6000247      -9.5999475      336.86       18.09
       9.6000290      -8.8000755      377.28       19.72
       9.5999664      -8.0000424      317.45       17.64
       9.6000230      -7.2000117      307.98       17.86
       9.6000908      -6.3999478      359.10       19.41
       9.6000359      -5.5999556      359.78       19.03
       9.5999304      -4.8000540      405.24       19.49
       9.5999223      -4.0000314      430.89       21.13
       9.5999704      -3.2000310      451.25       20.79
       9.6000222      -2.3999535      462.29       21.46
       9.6000998      -1.5999250      556.03       23.64
       9.6000410     -0.79991793      536.33       23.22
       9.6000964 -4.4633041e-005      478.16       22.01
       9.5999849      0.79992619      450.42       21.35
       9.6000759       1.5999408      422.52       20.18
       9.5999250       2.3999355      399.20       20.35
       9.5999587       3.1999713      399.04       19.35
       9.6000251       3.9999270      362.06       19.26
       9.5999570       4.8000091      324.24       18.37
       9.5999523       5.5999348      305.69       17.87
       9.5999726       6.3999694      284.32       17.29
       9.6000075       7.1999644      252.40       15.80
       9.6000607       7.9999434      240.06       15.20
       9.5999405       8.8000044      217.11       14.74
       9.5999461       9.5999310      209.23       14.05
       9.5999936       10.399952      177.38       13.63
       9.5999134       11.199999      178.25       12.98
       9.5999816       11.999933      185.06       13.77
       9.5999348       12.799917      174.92       13.67
       9.5999862       13.600032      156.43       12.41
       9.6000941       14.400006      139.84       10.84
       9.5999168       15.200043      129.12       11.48
       9.6000208       16.000080      120.57       10.77
       9.6000194       16.799963      105.52        9.49
       9.5999823       17.599993       73.53        8.30
       9.6000392       18.399907       66.93        7.21
       9.6000642       19.199978       52.52        7.43
       9.5999362       20.000004       42.90        6.53
       9.6000703       20.799903       39.08        5.84
       10.399984      -19.199930       37.72        6.71
       10.399961      -18.399918       42.41        6.94
       10.400000      -17.599965       75.48        8.57
       10.400018      -16.799955       82.31        9.94
       10.399937      -16.000030      112.63       10.36
       10.399947      -15.200054      140.34       11.51
       10.399942      -14.399928      172.93       12.80
       10.399910      -13.600078      233.32       14.78
       10.400038      -12.800001      303.90       16.22
       10.399919      -11.999997      333.58       18.35
       10.399907      -11.200093      331.99       17.67
       10.400000      -10.399959      323.83       18.11
       10.400050      -9.5999088      294.40       16.89
       10.399962      -8.7999265      276.07       16.56
       10.399992      -8.0000537      254.13       15.48
       10.400054      -7.1999719      220.84       15.47
       10.400052      -6.3999692      228.68       15.03
       10.399945      -5.6000870      270.89       16.81
       10.400057      -4.8000863      302.33       16.80
       10.399995      -3.9999575      306.98       17.95
       10.400039      -3.1999806      290.55       17.61
       10.399923      -2.3999818      288.82       17.32
       10.399993      -1.6000103      299.55       17.14
       10.399978     -0.80006689      287.71       17.24
       10.399915 -5.1934480e-006      351.86       18.77
       10.400003      0.79999271      332.71       18.70
       10.400087       1.5999828      300.14       17.49
       10.400059       2.4000929      279.40       16.55
       10.400013       3.2000763      267.74       17.25
       10.400049       3.9999316      264.03       15.81
       10.400011       4.8000158      250.36       16.67
       10.400039       5.5999555      232.78       15.13
       10.399919       6.3999747      211.69       15.16
       10.400016       7.2000893      226.90       15.12
       10.399956       7.9999221      214.00       14.55
       10.399903       8.7999651      201.65       14.96
       10.400064       9.5999123      199.30       14.37
       10.400045       10.399918      189.80       14.71
       10.400006       11.199958      155.61       12.17
       10.400033       12.000030      151.95       13.35
       10.399964       12.800098      132.96       12.24
       10.400100       13.599954      118.68       10.45
       10.399916       14.400003      114.88       10.69
       10.399979       15.199931       98.06        8.99
       10.400022       15.999966       89.89        9.60
       10.399916       16.799950       80.70        8.78
       10.399960       17.600033       72.45        9.26
       10.400010       18.400017       67.04        7.72
       10.400075       19.200099       46.61        6.22
       10.400022       19.999954       43.52        6.77
       10.399938       20.800046       33.35        6.09
       11.200086      -19.999963       37.69        6.30
       11.200083      -19.199944       40.88        5.89
       11.199941      -18.400080       58.66        7.52
       11.199973      -17.599961       96.11        9.21
       11.199919      -16.799901      108.89       10.81
       11.199949      -15.999970      114.24       10.97
       11.200076      -15.200075      136.19       12.52
       11.200081      -14.400064      195.29       15.04
       11.199996      -13.600014      241.12       15.85
       11.200067      -12.799961      305.07       16.95
       11.199900      -12.000070      343.18       18.23
       11.200029      -11.199938      318.61       18.12
       11.199968      -10.400071      280.43       16.36
       11.199908      -9.5999120      262.79       15.69
       11.200079      -8.8000591      245.22       15.96
       11.199943      -7.9999433      242.83       16.25
       11.199992      -7.2000559      216.03       14.82
       11.199987      -6.3999490      209.82       15.04
       11.199994      -5.6000537      208.22       14.64
       11.200061      -4.7999707      246.26       16.57
       11.200038      -3.9999317      244.99       15.69
       11.199988      -3.1999612      255.59       15.58
       11.199912      -2.4000440      239.73       15.28
       11.200057      -1.6000132      246.65       15.79
       11.199917     -0.79996641      256.12       16.72
       11.200043 -4.4746452e-005      229.50       15.54
       11.200034      0.80000940      218.89       14.03
       11.200047       1.6000963      224.84       15.42
       11.200000       2.3999884      197.55       13.62
       11.200028       3.2000725      200.96       14.57
       11.200020       3.9999491      178.77       12.99
       11.200026       4.7999282      179.30       13.62
       11.199918       5.6000712      160.35       13.24
       11.199925       6.4000473      150.41       12.60
       11.199989       7.2000200      144.89       12.45
       11.199915       8.0000669      125.78       10.51
       11.200079       8.8000364      165.65       13.40
       11.199953       9.5999890      147.00       12.11
       11.200045       10.400089      147.54       12.59
       11.200050       11.200043      152.63       12.21
       11.200060       12.000071      145.88       11.06
       11.199911       12.799969      112.18       11.50
       11.199945       13.599978       97.73        9.27
       11.199920       14.399982       88.97        8.68
       11.199921       15.199991       79.26        9.31
       11.199998       16.000026       70.56        8.11
       11.199905       16.800086       66.00        8.30
       11.200041       17.599970       61.66        7.59
       11.200014       18.400012       50.41        7.86
       11.200030       19.200090       51.58        7.39
       11.200087       19.999908       40.53        7.56
       12.000085      -19.999933       37.62        6.44
       11.999985      -19.199919       54.76        7.11
       12.000096      -18.400035       93.64        9.14
       12.000081      -17.599981      106.10       10.12
       11.999922      -16.799912      103.92       10.15
       12.000025      -16.000031      113.87       11.67
       12.000010      -15.200058      142.34       11.45
       11.999963      -14.400056      172.74       12.73
       11.999909      -13.599966      239.68       16.21
       12.000002      -12.800058      303.59       17.15
       11.999982      -11.999931      316.50       18.39
       11.999916      -11.199971      292.34       17.56
       11.999931      -10.400097      257.48       14.85
       11.999994      -9.5999386      237.39       15.42
       11.999909      -8.8000521      229.05       15.17
       11.999940      -7.9999391      208.29       13.54
       12.000092      -7.2000985      196.41       13.57
       11.999978      -6.3999968      188.10       13.43
       12.000005      -5.6000271      186.98       13.96
       11.999994      -4.7999742      196.21       13.78
       12.000040      -4.0000222      214.63       14.75
       12.000025      -3.2000013      211.98       14.38
       11.999920      -2.4000302      218.14       14.65
       12.000035      -1.6000341      208.38       14.27
       12.000086     -0.79997191      210.97       14.95
       11.999918 -5.1425075e-005      198.14       14.38
       11.999969      0.80002421      191.27       13.49
       12.000007       1.6000160      179.94       14.03
       11.999922       2.3999802      182.52       13.74
       12.000022       3.2000987      158.13       12.48
       12.000083       4.0000844      171.80       13.81
       11.999955       4.7999182      153.04       11.74
       12.000017       5.5999561      147.65       11.33
       12.000074       6.3999690      136.83       11.62
       11.999999       7.2000144      135.90       12.06
       12.000001       8.0000685      137.41       11.86
       12.000023       8.8000959      131.20       11.50
       11.999924       9.5999428      124.39       10.58
       11.999901       10.400025      120.13       11.11
       12.000030       11.199956      129.15       11.36
       11.999931       11.999992      113.46       10.32
       11.999945       12.799987      110.19       10.64
       12.000002       13.599973       95.84       10.35
       11.999903       14.400011       91.49       10.07
       11.999966       15.200087       81.50        9.10
       12.000001       16.000050       66.82        7.49
       12.000025       16.800059       61.34        8.11
       12.000063       17.600029       50.73        7.50
       11.999951       18.400039       48.60        6.56
       12.000088       19.199967       44.66        5.67
       11.999983       20.000074       41.08        6.17
       12.000053       20.800034       35.43        5.64
       12.799964      -20.000000       39.72        6.35
       12.800086      -19.199922       57.49        6.89
       12.799929      -18.399958       86.43        9.63
       12.799906      -17.600076       93.19        9.24
       12.800032      -16.800087       98.74       10.12
       12.800085      -15.999987      103.66        9.94
       12.799915      -15.200075      128.36       11.63
       12.800064      -14.399961      164.33       11.80
       12.799905      -13.600018      221.57       14.40
       12.799972      -12.800040      268.16       16.22
       12.799946      -12.000011      317.58       17.87
       12.799942      -11.200063      301.46       17.57
       12.800071      -10.399976      253.39       15.97
       12.800000      -9.6000558      238.78       15.35
       12.799934      -8.7999740      222.47       14.85
       12.800013      -7.9999466      205.14       14.64
       12.799968      -7.2000103      186.94       13.23
       12.800080      -6.3999283      149.12       13.08
       12.800005      -5.5999490      152.70       12.45
       12.799986      -4.7999262      162.52       12.70
       12.800063      -3.9999851      159.54       12.51
       12.800032      -3.2000505      170.02       12.50
       12.800099      -2.4000746      172.12       13.71
       12.799975      -1.5999525      165.61       13.36
       12.799920     -0.80009022      174.09       12.55
       12.799928  2.0211577e-005      173.42       13.38
       12.799924      0.79997604      159.46       12.35
       12.799904       1.6000087      147.29       12.10
       12.800009       2.3999256      134.78       11.62
       12.800052       3.1999142      139.43       11.59
       12.799907       4.0000850      141.26       11.21
       12.800054       4.8000838      136.47       11.66
       12.800052       5.5999266      135.18       11.19
       12.799915       6.4000374      123.86       10.35
       12.800095       7.1999882      127.85       11.86
       12.800041       7.9999210      129.62       10.94
       12.799919       8.8000378      122.90       10.75
       12.799962       9.6000778      123.45       11.79
       12.799962       10.400082      122.65       10.93
       12.799921       11.199937      126.31       11.18
       12.800009       11.999933      115.88       10.31
       12.800049       12.800074       99.33       10.14
       12.800044       13.599972       86.85        8.56
       12.800003       14.399986       77.10        8.44
       12.800051       15.200093       69.31        8.77
       12.799987       15.999991       65.19        8.14
       12.800035       16.799929       58.51        6.93
       12.799905       17.599915       49.25        7.09
       12.800097       18.399985       44.21        6.60
       12.800013       19.199954       47.41        6.42
       12.799937       19.999946       35.57        4.61
       12.799955       20.800068       36.67        6.82
       13.599944      -19.999951       35.42        4.95
       13.599981      -19.200006       51.44        7.17
       13.599937      -18.399993       87.12        8.01
       13.599993      -17.600042       92.12        9.68
       13.599928      -16.800007       90.59        9.70
       13.599939      -15.999905      107.73        9.92
       13.600038      -15.200034      123.97       10.45
       13.600088      -14.399984      145.51       11.80
       13.599991      -13.599998      210.92       14.58
       13.600061      -12.800080      260.50       16.37
       13.600000      -12.000096      282.36       16.90
       13.599926      -11.199948      270.39       17.06
       13.600002      -10.400089      258.45       16.65
       13.600047      -9.5999481      227.04       14.28
       13.600012      -8.8000444      211.97       14.78
       13.600074      -7.9999378      196.87       14.40
       13.599905      -7.2000572      181.74       13.07
       13.600014      -6.4000229      157.20       11.88
       13.600065      -5.5999840      141.22       12.25
       13.599915      -4.7999501      133.31       11.73
       13.599902      -4.0000412      132.52       10.35
       13.600053      -3.1999690      145.01       11.71
       13.600038      -2.3999557      142.90       12.00
       13.599911      -1.5999209      149.62       13.18
       13.600055     -0.79999141      140.44       12.15
       13.599949  3.8628601e-005      134.38       11.41
       13.600034      0.80006539      141.20       12.37
       13.600043       1.6000871      130.13       11.47
       13.600071       2.3999832      123.16       10.90
       13.600078       3.1999941      124.28       10.85
       13.599928       4.0000584      115.13       10.87
       13.599937       4.8000308      111.91       11.53
       13.599994       5.5999190      114.51       11.06
       13.599976       6.4000457      132.71       11.51
       13.599935       7.2000369      120.02       10.77
       13.599928       7.9999931      124.83       11.00
       13.600079       8.7999680      136.28       11.91
       13.600000       9.5999424      120.91       11.03
       13.600094       10.400083      120.40       11.23
       13.599969       11.200085      110.87       10.21
       13.599925       12.000038      105.93       10.83
       13.599940       12.799959       89.35        9.14
       13.600002       13.600038       81.28        9.20
       13.600060       14.399991       69.24        7.67
       13.600086       15.199931       64.30        7.61
       13.599976       15.999921       57.57        8.00
       13.600033       16.800017       50.85        7.41
       13.599918       17.600059       46.15        7.00
       13.599902       18.400024       45.76        6.91
       13.600079       19.200056       43.55        6.10
       13.600096       20.000059       37.89        5.22
       13.600046       20.799975       38.64        6.48
       14.400064      -20.000099       40.73        5.99
       14.399931      -19.200000       50.95        7.54
       14.400003      -18.399982       90.22        8.99
       14.399931      -17.599937       95.84       10.04
       14.400081      -16.800095       91.26        9.42
       14.399908      -16.000100      100.41       10.39
       14.400008      -15.199955      107.23       10.52
       14.399994      -14.399915      126.63       11.57
       14.400025      -13.600070      174.98       12.97
       14.400006      -12.799970      234.59       16.40
       14.400087      -11.999993      255.35       15.33
       14.400072      -11.200080      272.07       16.64
       14.399902      -10.400055      246.57       15.48
       14.400050      -9.6000165      224.95       13.95
       14.399931      -8.7999905      205.71       14.69
       14.399960      -8.0000821      186.85       13.56
       14.399953      -7.1999976      181.60       13.10
       14.400088      -6.3999542      164.46       12.33
       14.400046      -5.6000610      146.31       12.48
       14.400053      -4.7999784      126.74       11.93
       14.399975      -3.9999546      130.99       12.38
       14.400061      -3.2000505      126.04       10.22
       14.400053      -2.3999884      138.64       11.16
       14.399920      -1.6000037      137.41       11.39
       14.400045     -0.80004407      133.34       11.98
       14.399928  7.8195444e-005      137.93       11.72
       14.399984      0.80002823      122.17       11.05
       14.399927       1.5999442      124.74       11.30
       14.399908       2.4000025      116.34       11.39
       14.399999       3.2000769      117.97        9.96
       14.399971       3.9999321      110.31       11.23
       14.399991       4.7999276      111.13       10.41
       14.400069       5.6000247      118.58       10.65
       14.400015       6.3999884      117.10       10.11
       14.400030       7.1999066      115.78       10.43
       14.399918       8.0000826      120.68       11.25
       14.400069       8.8000131      116.43       10.76
       14.400007       9.5999327      125.67       11.47
       14.399987       10.400032      107.93       10.76
       14.400089       11.199953      107.54       10.79
       14.399944       12.000039      100.24        9.97
       14.400073       12.800018       83.42        9.49
       14.400066       13.599932       76.41        8.05
       14.399971       14.400070       70.25        7.93
       14.400082       15.200074       62.66        7.72
       14.400001       15.999934       52.66        7.01
       14.400003       16.800075       51.58        7.18
       14.399947       17.599970       46.15        6.84
       14.399930       18.399941       43.62        7.28
       14.399989       19.199964       41.93        6.32
       14.399930       20.000048       36.88        5.69
       14.400023       20.800014       37.80        6.19
       15.200099      -20.000099       49.24        7.49
       15.199953      -19.200094       54.07        7.97
       15.200018      -18.400047       84.09        8.96
       15.200056      -17.599968       90.06        9.86
       15.200044      -16.799900       84.17        8.08
       15.200079      -16.000003       90.16        9.26
       15.199934      -15.199975      106.40       11.63
       15.199964      -14.400007      118.38       11.61
       15.199945      -13.599969      164.48       12.89
       15.199996      -12.799986      205.34       14.64
       15.200064      -11.999918      239.32       15.65
       15.200067      -11.200087      256.09       15.35
       15.199946      -10.399930      246.45       15.09
       15.200078      -9.6000894      221.58       15.48
       15.199967      -8.7999033      199.04       13.37
       15.199912      -7.9999686      179.90       13.74
       15.200095      -7.1999050      159.25       12.29
       15.200051      -6.3999663      157.85       13.07
       15.200011      -5.5999117      150.62       12.32
       15.199969      -4.8000149      136.61       11.73
       15.199999      -4.0000316      115.02       10.00
       15.200089      -3.2000531      123.20       11.26
       15.200033      -2.4000395      135.50       10.84
       15.200017      -1.6000975      122.14       11.07
       15.200050     -0.79994473      133.78       11.98
       15.200008 -1.1835653e-005      124.48       11.02
       15.199987      0.80006249      120.70       11.35
       15.200048       1.6000059      130.32       11.49
       15.199984       2.4000450      113.34       10.38
       15.199951       3.1999188      110.64        9.82
       15.199919       3.9999415      117.71       10.84
       15.199939       4.7999443      112.18       11.42
       15.199907       5.6000937      109.53       11.48
       15.200083       6.3999402      122.96       10.00
       15.199919       7.2000057      118.07       10.69
       15.200022       7.9999539      111.30       10.29
       15.200095       8.7999184      104.27       10.41
       15.199998       9.6000016      105.42        9.46
       15.199948       10.400029       97.50        9.21
       15.199973       11.199991       86.55        8.54
       15.199951       11.999923       85.56        8.94
       15.199972       12.800032       78.10        8.79
       15.200012       13.600045       73.18        7.73
       15.199930       14.400063       64.69        8.77
       15.200089       15.200095       59.45        7.22
       15.200035       15.999911       48.05        6.56
       15.200012       16.799957       50.53        6.69
       15.199954       17.600013       45.19        6.34
       15.199982       18.400048       43.84        5.83
       15.199922       19.199940       38.42        6.65
       15.199911       19.999975       35.99        6.11
       15.199991       20.800029       34.37        6.67
       15.999978      -19.999971       46.08        7.18
       16.000036      -19.200070       68.34        7.55
       15.999910      -18.400006       80.30        8.87
       16.000061      -17.600044       79.86        9.44
       16.000037      -16.799907       90.65       10.08
       15.999957      -15.999965       92.60        9.58
       15.999973      -15.199997       93.49        9.53
       16.000082      -14.400069      109.26       10.55
       16.000021      -13.600009      144.64       11.14
       16.000048      -12.799998      190.98       13.30
       15.999911      -11.999922      216.74       15.22
       15.999917      -11.200068      240.13       15.16
       15.999928      -10.399951      244.46       15.74
       15.999983      -9.6000559      202.78       14.40
       16.000067      -8.8000632      198.83       13.94
       16.000035      -8.0000279      173.00       12.88
       15.999921      -7.1999140      168.13       12.33
       16.000023      -6.3999214      164.28       13.92
       15.999902      -5.5999250      146.84       12.45
       16.000059      -4.7999076      138.51       11.12
       15.999962      -4.0000950      139.76       12.25
       16.000038      -3.1999444      128.77       11.62
       16.000065      -2.3999703      120.70       10.94
       15.999934      -1.6000167      129.20       11.33
       16.000073     -0.79993437      115.05       10.74
       15.999969  3.6752641e-005      118.06       11.03
       16.000019      0.80006508      121.79       10.78
       16.000028       1.6000959      113.99       11.09
       15.999980       2.3999017      110.23       10.77
       15.999957       3.2000318      116.05       10.12
       16.000021       4.0000888      104.39       10.73
       16.000070       4.8000310      108.51       10.49
       16.000099       5.6000234      120.37       10.55
       16.000058       6.3999141      108.05       10.04
       15.999975       7.1999246      108.65       11.12
       15.999958       7.9999699      107.49       10.31
       15.999984       8.8000702      105.54       10.46
       16.000049       9.6000221       90.96        9.06
       16.000056       10.399953       91.30        9.63
       15.999979       11.200082       82.36        9.30
       16.000020       12.000012       73.43        8.50
       15.999993       12.800090       74.28        8.19
       15.999937       13.600095       60.28        7.61
       16.000051       14.399903       57.97        7.20
       16.000061       15.199942       55.35        7.32
       15.999911       15.999980       49.93        7.44
       15.999982       16.800042       44.55        6.94
       16.000087       17.599928       42.83        6.66
       15.999915       18.399908       40.11        5.56
       15.999974       19.199982       37.32        6.26
       16.000003       20.000025       36.05        6.17
       15.999940       20.799903       35.20        5.16
       16.799932      -20.000047       46.81        7.08
       16.800004      -19.199903       70.71        8.58
       16.800060      -18.400013       76.11        9.09
       16.800049      -17.600050       79.10        9.75
       16.800037      -16.799904       82.70        8.38
       16.799947      -15.999924       87.99        9.41
       16.800077      -15.200075       93.22       10.00
       16.799923      -14.400035      109.94       10.56
       16.800035      -13.599970      125.40       11.98
       16.800009      -12.799978      168.64       13.09
       16.800045      -11.999932      210.91       14.76
       16.799944      -11.199953      219.02       14.48
       16.799994      -10.399935      217.24       14.44
       16.800051      -9.5999999      211.05       14.74
       16.799978      -8.8000776      193.18       14.52
       16.799926      -8.0000350      181.93       13.60
       16.800084      -7.2000128      171.61       13.52
       16.799989      -6.4000428      169.91       12.30
       16.799911      -5.5999261      157.67       12.50
       16.799979      -4.7999322      148.85       12.53
       16.799934      -4.0000260      138.26       12.09
       16.800084      -3.1999555      131.11       11.23
       16.800078      -2.3999209      126.55       10.56
       16.800092      -1.5999938      113.65       10.33
       16.799962     -0.80007284      123.77       11.02
       16.799906  8.1274906e-005      119.15       10.01
       16.799905      0.79991380      119.90        9.70
       16.799992       1.5999543      117.76       11.34
       16.800059       2.3999319      112.17       10.59
       16.799980       3.2000199      121.72       10.49
       16.799972       4.0000601      126.36       12.15
       16.799920       4.8000609      121.29       11.24
       16.799928       5.5999203      118.64       11.11
       16.799982       6.3999700      106.93        9.78
       16.799965       7.2000874      104.04       10.25
       16.799972       8.0000673      102.60        9.80
       16.800040       8.8000864       99.54       10.71
       16.800050       9.5999757       88.38        9.41
       16.800011       10.400038       82.60        9.58
       16.800071       11.200066       74.56        8.53
       16.799983       12.000081       68.05        7.64
       16.799929       12.800003       65.29        7.67
       16.800050       13.599995       58.88        7.93
       16.800047       14.399965       54.72        7.16
       16.799918       15.199957       48.26        7.15
       16.799933       16.000088       46.62        7.41
       16.800007       16.799937       44.11        5.85
       16.800033       17.600021       42.15        6.06
       16.800052       18.399953       38.74        5.71
       16.800014       19.200033       40.46        6.66
       16.800083       20.000005       33.28        5.74
       16.800033       20.800056       32.02        6.40
       17.599941      -20.000092       41.66        6.78
       17.600042      -19.199911       70.55        7.73
       17.600016      -18.399968       72.05        8.96
       17.600045      -17.600016       88.72        9.10
       17.599996      -16.800058       79.17        9.68
       17.599997      -16.000084       88.09       10.70
       17.600026      -15.199903       97.41        9.78
       17.599951      -14.399937       89.01       10.16
       17.600026      -13.599996      117.98       10.74
       17.599933      -12.800092      140.61       12.20
       17.599974      -11.999911      175.21       12.19
       17.599992      -11.200081      198.38       13.36
       17.599910      -10.399927      205.14       14.34
       17.600061      -9.6000916      209.68       14.82
       17.600018      -8.8000922      187.32       14.12
       17.599900      -8.0000660      167.17       12.40
       17.599986      -7.2000763      161.95       12.06
       17.600054      -6.4000350      157.63       12.53
       17.599999      -5.5999410      148.93       13.10
       17.599905      -4.7999761      135.66       11.76
       17.599990      -3.9999542      131.20       11.77
       17.599998      -3.2000882      125.67       10.74
       17.599950      -2.3999122      129.66       10.69
       17.600100      -1.6000999      121.17       11.09
       17.599993     -0.79995624      126.49       11.59
       17.600029  5.5631899e-005      117.20       11.50
       17.599922      0.80000585      109.78       11.04
       17.599975       1.5999590      110.26       10.18
       17.600033       2.3999338      119.71       11.62
       17.599935       3.2000968      134.84       11.67
       17.600083       3.9999833      156.07       11.89
       17.600035       4.7999139      157.33       11.75
       17.600009       5.6000070      132.87       11.29
       17.599922       6.4000602      124.22       11.30
       17.600098       7.2000954      111.49       10.77
       17.600081       7.9999895      102.65       10.37
       17.600056       8.8000019       93.76        9.99
       17.599981       9.6000663       85.72        9.43
       17.599902       10.400021       84.59        9.43
       17.600096       11.199923       69.85        8.54
       17.599935       12.000023       67.95        7.63
       17.600023       12.800007       63.96        8.57
       17.599961       13.599929       54.42        7.62
       17.599961       14.399971       54.21        7.90
       17.600055       15.200068       45.84        7.11
       17.600029       16.000035       44.94        4.39
       17.599901       16.800052       41.41        6.06
       17.600022       17.600009       42.37        7.26
       17.600042       18.400050       38.44        6.00
       17.600009       19.199980       35.53        6.36
